metarow	metacol	Column	Row	Name	ID	F635.Median.M1K3.1	F532.Median.M1K3.1	Flags.M1K3.1	F635.Median.M1K3.2	F532.Median.M1K3.2	Flags.M1K3.2	F635.Median.M1K5.1	F532.Median.M1K5.1	Flags.M1K5.1	F635.Median.M1K5.2	F532.Median.M1K5.2	Flags.M1K5.2	F635.Median.M2K3.1	F532.Median.M2K3.1	Flags.M2K3.1	F635.Median.M2K3.2	F532.Median.M2K3.2	Flags.M2K3.2	F635.Median.M2K5.1	F532.Median.M2K5.1	Flags.M2K5.1	F635.Median.M2K5.2	F532.Median.M2K5.2	Flags.M2K5.2	F635.Median.M3K3.1	F532.Median.M3K3.1	Flags.M3K3.1	F635.Median.M3K3.2	F532.Median.M3K3.2	Flags.M3K3.2	F635.Median.M3K5.1	F532.Median.M3K5.1	Flags.M3K5.1	F635.Median.M3K5.2	F532.Median.M3K5.2	Flags.M3K5.2	F635.Median.M4K3.1	F532.Median.M4K3.1	Flags.M4K3.1	F635.Median.M4K3.2	F532.Median.M4K3.2	Flags.M4K3.2	F635.Median.M4K5.1	F532.Median.M4K5.1	Flags.M4K5.1	F635.Median.M4K5.2	F532.Median.M4K5.2	Flags.M4K5.2	F635.Median.M5K3.1	F532.Median.M5K3.1	Flags.M5K3.1	F635.Median.M5K3.2	F532.Median.M5K3.2	Flags.M5K3.2	F635.Median.M5K5.1	F532.Median.M5K5.1	Flags.M5K5.1	F635.Median.M5K5.2	F532.Median.M5K5.2	Flags.M5K5.2	F635.Median.M6K3.1	F532.Median.M6K3.1	Flags.M6K3.1	F635.Median.M6K3.2	F532.Median.M6K3.2	Flags.M6K3.2	F635.Median.M6K5.1	F532.Median.M6K5.1	Flags.M6K5.1	F635.Median.M6K5.2	F532.Median.M6K5.2	Flags.M6K5.2
2	2	14	19	BLANK	BLANK	  293	   75	-50	  274	   77	-50	   71	  350	-50	   74	  314	-50	  466	   95	-50	  267	   91	-50	   67	  253	-50	   63	  373	-50	  197	  231	-50	  244	  250	-50	   55	  689	-50	   53	  647	-50	  183	  195	-50	  159	  189	-50	   55	  413	-50	   89	  560	-50	   61	   72	-50	   66	   75	-50	   59	  168	-50	   41	  134	-50	   64	   66	-50	  148	  139	-50	   54	  196	-50	   50	  276	-50
2	2	15	19	BLANK	BLANK	  308	   76	-50	  280	   74	-50	   76	  376	-50	   74	  309	-50	  464	   90	-50	  307	   88	-50	   69	  260	-50	   68	  383	-50	  196	  223	-50	  238	  242	-50	   52	  645	-50	   50	  666	-50	  187	  182	-50	  170	  195	-50	   52	  417	-50	   93	  590	-50	   63	   76	-50	   65	   74	-50	   51	  145	-50	   50	  167	-50	   61	   64	-50	  148	  121	-50	   60	  210	-50	   92	  374	-50
2	2	16	19	BLANK	BLANK	  272	   77	-50	  289	   74	-50	   81	  352	-50	   74	  296	-50	  439	   84	-50	  299	   92	-50	   72	  259	-50	   70	  358	-50	  212	  220	-50	  225	  225	-50	   53	  669	-50	   53	  643	-50	  167	  193	-50	  150	  191	-50	   57	  436	-50	   92	  594	-50	   73	   88	-50	   65	   68	-50	   59	  164	-50	   48	  139	-50	   65	   64	-50	  105	  103	-50	   62	  197	-50	   52	  278	-50
2	2	17	19	BLANK	BLANK	  282	   81	-50	  293	   72	-50	   81	  346	-50	   77	  306	-50	  427	   84	-50	  307	  109	-50	   74	  279	-50	   65	  336	-50	  203	  230	-50	  243	  217	-50	   53	  627	-50	   57	  690	-50	  183	  193	-50	  153	  190	-50	   56	  436	-50	   88	  623	-50	   70	   93	-50	   60	   67	-50	   55	  144	-50	   43	  134	-50	   63	   61	-50	   80	   73	-50	   87	  248	-50	   48	  224	-50
2	2	18	19	BLANK	BLANK	  284	   83	-50	  286	   74	-50	   78	  327	-50	   70	  289	-50	  409	   84	-50	  292	   99	-50	   68	  261	-50	   66	  324	-50	  216	  246	-50	  227	  219	-50	   55	  700	-50	   56	  654	-50	  172	  196	-50	  155	  193	-50	   58	  427	-50	   86	  630	-50	   57	   74	-50	   61	   66	-50	   52	  150	-50	   43	  133	-50	   64	   66	-50	   80	   78	-50	   61	  200	-50	   47	  234	-50
2	2	19	19		EMPTY	  302	   87	-75	  288	   73	-75	   77	  323	-75	   71	  294	-75	  440	   94	-75	  287	   87	-75	   69	  265	-75	   65	  328	-75	  215	  249	-75	  232	  238	-75	   51	  594	-75	   56	  698	-75	  173	  184	-75	  161	  185	-75	   56	  421	-75	   80	  548	-75	   52	   73	-75	   67	   76	-75	   44	  132	-75	   45	  135	-75	   67	   66	-75	   82	   79	-75	   61	  205	-75	   47	  228	-75
2	3	 1	 1	AI528651	596904	 2025	 6151	  0	 3542	10395	  0	 8078	 4056	  0	10326	 4687	  0	 5785	16240	  0	 2697	 7513	  0	 6386	 2913	  0	 6132	 3518	  0	 3228	10686	  0	 1796	 4962	  0	12634	 4777	  0	13560	 5398	  0	 2515	 6278	  0	 1486	 3581	  0	 4574	 2625	  0	 7200	 2922	  0	 3956	15271	  0	 2221	 5633	  0	 2802	 1660	  0	 3402	 2224	  0	 2187	 6955	  0	 1562	 5299	  0	 3664	 1875	  0	 2566	 1731	  0
2	3	 2	 1	AI528668	597434	 1177	 1846	  0	 1604	 2022	  0	 2703	 2456	  0	 3235	 2502	  0	 3600	 5356	  0	 1708	 2589	  0	 1952	 1545	  0	 1813	 1864	  0	 1769	 3534	  0	 1072	 1681	  0	 4069	 3348	  0	 4816	 3665	  0	 1501	 2068	  0	  837	 1275	  0	 1696	 1903	  0	 2051	 1914	  0	 2456	 5264	  0	 1532	 2138	  0	  860	  950	  0	 1313	 1299	  0	 1529	 2358	  0	  853	 1653	  0	 1222	 1197	  0	  646	  900	  0
2	3	 3	 1	AI528676	597653	 1496	 1226	  0	 1528	 1111	  0	  542	 1430	  0	  896	 1660	  0	 1938	 1369	  0	 1033	  699	  0	  362	  829	  0	  609	 1271	  0	 1093	  797	  0	  584	  442	  0	  849	 1892	  0	 1793	 2660	  0	  935	  865	  0	  608	  624	  0	 1660	 1817	  0	  804	 1319	  0	 2325	 6294	  0	  861	 1744	  0	 1337	 1081	  0	 1773	 1321	  0	 1484	 2773	  0	  963	 1785	  0	 1199	 1224	  0	  961	 1237	  0
2	3	 4	 1	AI528691	597868	 1089	 1256	  0	 1088	 1164	  0	  401	  703	  0	  620	  848	  0	  845	  593	  0	  646	  490	  0	  195	  396	  0	  555	  839	  0	  552	  727	  0	  289	  335	  0	  810	 1360	  0	  966	 1458	  0	  426	  557	  0	  490	  714	  0	 1272	 1500	  0	  474	  996	  0	  901	 1869	  0	  494	  622	  0	  274	  490	  0	  553	  715	  0	  314	  437	  0	  516	 1004	  0	  564	  781	  0	  374	  741	  0
2	3	 5	 1	AI528701	598317	 1269	 2820	  0	 1624	 3978	  0	 3274	 1902	  0	 3599	 1935	  0	 2382	 5807	  0	 1139	 2726	  0	 1745	  977	  0	 1136	  855	  0	 1320	 3500	  0	  783	 1637	  0	 4174	 2200	  0	 5821	 2824	  0	  921	 1711	  0	  651	 1347	  0	 2069	 1731	  0	 2136	 1500	  0	 1370	 4040	  0	  631	 1331	  0	  756	  664	  0	 1031	  756	  0	  707	 1926	  0	  540	 1346	  0	 1158	  961	  0	  827	  771	  0
2	3	 6	 1	AI528708	598433	 1064	 1305	  0	  749	  946	  0	  357	  551	  0	  724	  838	  0	  885	  903	  0	  506	  478	  0	  227	  380	  0	  201	  424	  0	  398	  607	  0	  258	  344	  0	  431	  985	  0	  629	 1151	  0	  442	  657	  0	  493	  743	  0	  735	 1169	  0	  463	  915	  0	   62	  105	-50	   53	   64	-50	   44	  157	-50	   43	  140	-50	  356	  456	  0	  339	  585	-50	  369	  645	  0	  165	  500	  0
2	3	 7	 1	AI528743	599128	  541	  518	  0	  489	  416	  0	  153	  370	-50	  187	  427	  0	  614	  343	  0	  353	  211	  0	  108	  304	  0	   85	  309	-50	  280	  403	  0	  259	  323	  0	  162	  907	  0	  285	 1030	  0	  247	  408	  0	  253	  439	  0	  276	  815	  0	  239	  797	  0	  297	  429	  0	  204	  204	  0	   82	  315	  0	  205	  416	  0	  184	  208	  0	  194	  205	  0	  193	  459	  0	  100	  437	  0
2	3	 8	 1	AI528859	616606	  462	  543	  0	  594	  797	  0	  516	  585	  0	  554	  649	  0	  909	 1046	  0	  478	  512	  0	  295	  403	  0	  214	  394	  0	  445	  779	  0	  345	  492	  0	  618	 1053	  0	  984	 1264	  0	  351	  661	  0	  292	  583	  0	  463	  926	  0	  511	  915	  0	  385	  718	  0	  215	  295	  0	  136	  322	  0	  239	  381	  0	  218	  398	  0	  209	  330	  0	  241	  463	  0	  164	  468	  0
2	3	 9	 1	AI893576	617490	 2422	 4003	  0	 3525	 5450	  0	 3956	 3750	  0	 4164	 3782	  0	 4829	 7904	  0	 2600	 4222	  0	 2078	 1914	  0	 1067	 1357	  0	 2304	 3756	  0	 1351	 1819	  0	 4304	 3394	  0	 6715	 4962	  0	 1605	 1851	  0	 1115	 1535	  0	 2317	 2443	  0	 2918	 2291	  0	 2946	 5241	  0	 1213	 1833	  0	 1364	 1578	  0	 1635	 1724	  0	 1716	 3180	  0	 1246	 2116	  0	 1800	 1638	  0	 1460	 1554	  0
2	3	10	 1	AI323815	619073	  345	  432	  0	  396	  469	  0	  346	  403	  0	  417	  398	  0	  570	  500	  0	  371	  353	  0	  232	  330	  0	  101	  323	  0	  276	  632	  0	  252	  458	  0	  503	  844	  0	  868	 1083	  0	  232	  614	  0	  192	  503	  0	  285	  720	  0	  372	  788	  0	  196	  384	  0	  207	  242	  0	  107	  326	  0	  141	  301	  0	  269	  319	  0	  184	  220	  0	  562	  869	  0	  120	  476	  0
2	3	11	 1	AI323822	634650	 1272	  548	  0	 1829	  565	  0	  359	 2456	  0	  402	 2459	  0	 2479	  620	  0	 1351	  446	  0	  264	 1464	  0	   91	  583	  0	 1318	  656	  0	 1027	  677	  0	  371	 2248	  0	  662	 3214	  0	 1038	  443	  0	  650	  503	  0	  331	 1709	  0	  667	 1795	  0	 1316	  538	  0	  710	  321	  0	  165	  768	  0	  192	  841	  0	  779	  356	  0	  635	  320	  0	  741	 1477	  0	  342	 1090	  0
2	3	12	 1	AI323828	634707	  501	  457	  0	  464	  291	  0	  139	  436	  0	  194	  473	  0	  601	  253	  0	  431	  242	  0	  138	  359	  0	  115	  383	  0	  260	  352	  0	  256	  298	  0	  130	  838	-50	  364	 1259	  0	  221	  299	  0	  232	  436	  0	  227	  831	  0	  242	  842	  0	  321	  305	  0	  315	  251	  0	  143	  442	  0	  155	  350	  0	  403	  429	  0	  302	  293	  0	  501	  890	  0	  277	  719	  0
2	3	13	 1	AI323868	635148	 2300	  785	  0	 3394	  873	  0	  505	 4068	  0	  569	 3831	  0	 4982	 1108	  0	 2356	  608	  0	  304	 2148	  0	  254	 2091	  0	 2285	  713	  0	 1208	  450	  0	  600	 3233	  0	 1139	 5337	  0	 1573	  466	  0	 1021	  557	  0	  407	 2379	  0	  540	 2176	  0	 2475	  787	  0	 1215	  378	  0	  248	 1282	  0	  277	 1516	  0	 1302	  523	  0	 1163	  431	  0	  478	 1679	  0	  328	 1363	  0
2	3	14	 1	AI323873	635173	 1938	 2998	  0	 2061	 3266	  0	 2480	 2919	  0	 2268	 2669	  0	 3408	 4952	  0	 1804	 2683	  0	 1355	 1578	  0	 1114	 1738	  0	 1451	 2253	  0	  882	 1192	  0	 2749	 2459	  0	 4103	 3601	  0	  879	  983	  0	  869	 1167	  0	 1716	 2039	  0	 1518	 1712	  0	 2369	 3119	  0	  799	 1255	  0	 1306	 1805	  0	 1289	 1463	  0	 1239	 2108	  0	  879	 1475	  0	 1530	 1431	  0	 1703	 1981	  0
2	3	15	 1	AI323874	635508	 2675	 3650	  0	 3271	 4211	  0	 3634	 4264	  0	 3783	 4085	  0	 4430	 6537	  0	 2313	 3434	  0	 2063	 2257	  0	 1383	 1887	  0	 2408	 3966	  0	 1700	 2345	  0	 4526	 3741	  0	 6058	 4694	  0	 2204	 2674	  0	 1241	 1806	  0	 2578	 3165	  0	 2868	 3038	  0	 2502	 4175	  0	 1499	 2039	  0	 1341	 1769	  0	 1255	 1589	  0	 2309	 3087	  0	 1184	 2011	  0	 1764	 2180	  0	 1680	 2216	  0
2	3	16	 1	AI324050	635652	 1185	 2173	  0	 1686	 3057	  0	 2914	 2783	  0	 2765	 2320	  0	 3415	 5442	  0	 1591	 2438	  0	 1825	 1519	  0	 1172	 1374	  0	 1583	 2775	  0	 1214	 1736	  0	 3450	 2571	  0	 4076	 3123	  0	 1023	 1305	  0	  642	 1010	  0	 1889	 1916	  0	 2166	 1814	  0	 1876	 3643	  0	  903	 1376	  0	  971	 1077	  0	 1150	 1126	  0	 1022	 1860	  0	  793	 1544	  0	 1351	 1353	  0	 1068	 1368	  0
2	3	17	 1	AI324057	635726	 2095	  552	  0	 3045	  592	  0	  537	 5294	  0	  477	 4214	  0	 5251	  875	  0	 2619	  497	  0	  290	 2513	  0	  176	 2231	  0	 2623	  703	  0	 1610	  482	  0	  344	 3647	  0	  293	 4031	  0	 1628	  352	  0	 1159	  527	  0	  390	 3156	  0	  819	 2803	  0	 3504	 1026	  0	 1392	  505	  0	  312	 1895	  0	  449	 2146	  0	 1546	  520	  0	 1385	  412	  0	  530	 2078	  0	  816	 2718	  0
2	3	18	 1	AI323770	522105	  366	   96	-50	  351	   90	-50	  107	  377	-50	  731	 1151	  0	  566	  107	-50	  805	  566	  0	  418	  665	  0	  149	  456	  0	 2392	 2213	  0	  405	  505	  0	  717	 1282	  0	   64	  744	-50	  190	  226	-50	  194	  263	-50	  483	 1185	  0	 1592	 1884	  0	 2507	 2610	  0	 2003	 1881	  0	  738	 1454	  0	 1284	 1817	  0	   82	   93	-50	 1123	 1388	  0	  783	 1511	  0	 1129	 1951	  0
2	3	19	 1	AI528587	585046	  898	 1423	  0	 1216	 1776	  0	 1633	 1615	  0	 1134	 1058	  0	 1680	 2484	  0	  766	 1133	  0	  653	  579	  0	  490	  599	  0	 1307	 2011	  0	  467	  721	  0	 1037	 1207	  0	 1011	 1119	  0	  332	  512	  0	  477	  780	  0	 1015	 1403	  0	 1282	 1403	  0	  611	 1440	  0	  460	  689	  0	  513	  618	  0	  808	  815	  0	  381	  807	  0	  356	  723	  0	  449	  659	  0	  704	  970	  0
2	3	 1	 2	AI528598	585263	  410	  365	  0	  967	 1004	  0	  547	  736	  0	  710	  890	  0	  874	  690	  0	  473	  409	  0	  408	  521	  0	  551	  916	  0	  647	  940	  0	  387	  491	  0	  466	  968	  0	 1008	 1491	  0	  394	  478	  0	  346	  558	  0	  648	 1144	  0	  629	 1078	  0	  807	 1154	  0	  651	  553	  0	  408	  776	  0	  970	 1398	  0	  741	  740	  0	  666	  758	  0	  622	 1005	  0	  537	  906	  0
2	3	 2	 2	AI528789	606143	  454	  428	  0	  554	  649	  0	  269	  482	  0	  536	  688	  0	  578	  449	  0	  403	  342	  0	  241	  389	  0	  482	  809	  0	  546	  805	  0	  287	  374	  0	  355	  885	  0	  848	 1292	  0	  336	  521	  0	  332	  533	  0	  596	 1203	  0	  505	  947	  0	  367	  552	  0	  286	  272	  0	  146	  413	  0	  504	  769	  0	  311	  381	  0	  286	  355	  0	  270	  582	  0	  191	  561	  0
2	3	 3	 2	AI325191	607989	  762	  916	  0	  399	  195	-50	  476	  611	  0	  682	  870	  0	  572	  264	  0	  753	  935	  0	  145	  307	  0	  738	 1264	  0	  616	  748	  0	  271	  314	  0	  267	 1028	  0	 1214	 1612	  0	  504	  725	  0	  460	  694	  0	  916	 1520	  0	  464	  865	  0	  949	 1931	  0	  444	  490	  0	  424	  711	  0	  576	 1060	  0	  236	  273	  0	  547	  613	  0	  876	 1000	  0	 1068	 1120	  0
2	3	 4	 2	AI325223	608652	 2728	 1450	  0	 3896	 2009	  0	 1345	 5025	  0	 1624	 5863	  0	 4961	 2224	  0	 4160	 1792	  0	  983	 3155	  0	  943	 3800	  0	 2952	 1426	  0	 2009	  822	  0	 1522	 4516	  0	 2527	 7020	  0	 2885	 1094	  0	 1619	  603	  0	  660	 2705	  0	 1112	 3362	  0	 4091	 2665	  0	 1529	  575	  0	  827	 3287	  0	  917	 3438	  0	 1759	  885	  0	 2417	 1193	  0	 1540	 3809	  0	 1179	 3785	  0
2	3	 5	 2	AI325229	608716	 1433	 1651	  0	 1129	 1378	  0	 1029	 1480	  0	  748	 1074	  0	 1683	 2002	  0	 1091	 1381	  0	  552	  735	  0	  547	  974	  0	  795	 1317	  0	  466	  610	  0	  967	 1350	  0	 2162	 2429	  0	  771	  941	  0	  636	  863	  0	  887	 1580	  0	  787	 1211	  0	 2068	 2479	  0	  473	  643	  0	  744	 1373	  0	 1091	 1717	  0	  515	  847	  0	 1001	 1331	  0	  623	  938	  0	  916	 1486	  0
2	3	 6	 2	AI327297	573420	 1621	  522	  0	 2609	  681	  0	  584	 4011	  0	  597	 3818	  0	 4429	  957	  0	 2419	  659	  0	  377	 2233	  0	  220	 1649	  0	 2786	  876	  0	 1567	  511	  0	  669	 3361	  0	 1111	 5339	  0	 1998	  677	  0	 1062	  445	  0	  437	 2092	  0	  489	 2237	  0	 2777	  869	  0	 1124	  363	  0	  220	 1277	  0	  366	 1523	  0	 1225	  494	  0	 1042	  429	  0	  363	 1479	  0	  238	 1276	  0
2	3	 7	 2	AI327311	573970	  387	  261	  0	  346	  199	  0	  122	  411	-50	  138	  371	  0	  541	  174	-50	  327	  141	-50	   90	  317	  0	   74	  311	-50	  226	  329	-50	  220	  284	  0	   96	  795	-50	  134	  888	-50	  187	  336	  0	  189	  370	  0	  115	  632	-50	  178	  801	  0	  197	  212	  0	  114	  141	  0	   76	  284	  0	  128	  320	  0	  127	  151	  0	  142	  148	  0	  107	  392	  0	   92	  409	  0
2	3	 8	 2	AI327335	574964	  686	  728	  0	  457	  336	  0	  175	  460	  0	  173	  448	  0	  657	  265	  0	  409	  279	  0	  112	  298	  0	  129	  411	  0	  297	  380	  0	  235	  266	-50	  131	  899	  0	  324	 1251	  0	  215	  289	-50	  214	  394	  0	  243	  795	  0	  442	 1022	  0	  417	  397	  0	  166	  197	  0	  117	  382	  0	  193	  430	  0	  186	  209	  0	  266	  278	  0	  218	  505	  0	  143	  492	  0
2	3	 9	 2	AI327341	575216	 2474	 2941	  0	 3689	 3816	  0	 3517	 4715	  0	 3084	 3932	  0	 5216	 5311	  0	 3011	 3455	  0	 1789	 2321	  0	 1236	 1886	  0	 3061	 4134	  0	 2110	 2446	  0	 4387	 4491	  0	 5577	 5689	  0	 2593	 2602	  0	 1814	 1978	  0	 2267	 2945	  0	 3089	 3316	  0	 3488	 5170	  0	 1358	 1685	  0	 1348	 1980	  0	 1460	 1972	  0	 1707	 2513	  0	 1602	 2238	  0	 1524	 1884	  0	 1257	 1911	  0
2	3	10	 2	AI327355	575904	  961	 1149	  0	  880	  885	  0	  366	  621	  0	  451	  723	  0	  889	  710	  0	  667	  650	  0	  188	  352	  0	  202	  483	  0	  308	  430	  0	  265	  325	  0	  243	  927	  0	  357	 1136	  0	  263	  356	  0	  292	  460	  0	  161	  657	-50	  576	 1140	  0	  460	  685	  0	  296	  394	  0	  306	  603	  0	  487	  707	  0	  249	  329	  0	  553	  612	  0	  498	  795	  0	  310	  681	  0
2	3	11	 2	AI327364	576335	  744	  667	  0	  657	  475	  0	  195	  487	  0	  313	  538	  0	  675	  279	  0	  480	  302	  0	  128	  324	  0	   76	  349	-50	  256	  318	-50	  232	  257	-50	  115	  888	  0	  123	  902	-50	  211	  282	-50	  230	  351	  0	  249	  794	  0	  435	  980	  0	  297	  356	  0	  276	  292	  0	  111	  358	  0	  207	  410	  0	  293	  335	  0	  199	  216	  0	  493	  756	  0	  318	  687	  0
2	3	12	 2	AI327398	577871	  727	  783	  0	 1589	 1671	  0	  431	  749	  0	  911	 1370	  0	 1336	 1010	  0	  904	  929	  0	   78	  274	-50	   66	  339	-50	  219	  307	-50	  212	  239	-50	   69	  729	-50	  159	 1050	  0	  296	  331	  0	  184	  251	-50	  559	  979	  0	   88	  620	-50	  768	 1037	  0	  144	  205	  0	  786	 1356	  0	  888	 1397	  0	   92	  116	-50	 1338	 1671	  0	 1246	 1702	  0	 1130	 1839	  0
2	3	13	 2	AI327402	578018	  685	 1412	  0	  877	 2303	  0	 1501	 1222	  0	 1797	 1300	  0	 1440	 3681	  0	  754	 1891	  0	  913	  677	  0	  812	  823	  0	  674	 1699	  0	  524	  967	  0	 1938	 1356	  0	 2836	 1721	  0	  439	  744	  0	  333	  709	  0	 1079	 1041	  0	 1045	 1056	  0	  673	 1978	  0	  332	  752	  0	  541	  536	  0	  614	  518	  0	  441	 1094	  0	  337	  909	  0	  787	  711	  0	  633	  712	  0
2	3	14	 2	AI325909	581864	  848	  955	  0	  764	  850	  0	  497	  702	  0	  829	 1075	  0	 1434	 1392	  0	  894	  976	  0	  352	  474	  0	  401	  733	  0	  409	  601	  0	  378	  498	  0	  454	  947	  0	  778	 1337	  0	  366	  430	  0	  550	  679	  0	  645	 1158	  0	 1390	 1696	  0	  637	 1295	  0	  296	  360	  0	  491	  599	  0	  505	  617	  0	  585	  853	  0	  461	  569	  0	  767	  938	  0	  675	  975	  0
2	3	15	 2	AI325915	581997	  882	  761	  0	  708	  482	  0	  494	  824	  0	  646	  956	  0	 1391	  951	  0	  985	  701	  0	  456	  671	  0	  481	  833	  0	  761	  960	  0	  517	  563	  0	  727	 1363	  0	 1254	 2104	  0	  564	  578	  0	  436	  588	  0	  686	 1300	  0	 1018	 1668	  0	  940	 1136	  0	  370	  389	  0	  318	  647	  0	  322	  597	  0	  606	  746	  0	  525	  623	  0	  551	  976	  0	  396	  820	  0
2	3	16	 2	AI325920	582121	  639	  641	  0	  828	  710	  0	  504	  924	  0	  375	  691	  0	 1173	  916	  0	  666	  572	  0	  264	  479	  0	  262	  583	  0	  471	  618	  0	  396	  464	  0	  347	  996	  0	  517	 1165	  0	  360	  426	  0	  505	  657	  0	  339	  958	  0	  296	  826	-50	  867	 1203	  0	  208	  261	  0	  361	  644	  0	  547	  925	  0	  968	 1302	  0	  540	  571	  0	  337	  599	  0	  702	  861	  0
2	3	17	 2	AI325923	582144	  599	  540	  0	  666	  513	  0	  384	  793	  0	  412	  738	  0	 1098	  771	  0	  641	  429	  0	  228	  507	  0	  193	  601	  0	  491	  592	  0	  415	  462	  0	  368	 1110	  0	  473	 1277	  0	  386	  478	  0	  402	  560	  0	  315	  974	  0	  535	 1204	  0	  428	  548	  0	  230	  235	  0	  234	  541	  0	  260	  502	  0	  313	  376	  0	  306	  364	  0	  317	  672	  0	  395	  825	  0
2	3	18	 2	AI326121	596308	 2101	 2077	  0	 2602	 2309	  0	 1994	 3159	  0	 2164	 3306	  0	 3704	 3967	  0	 2210	 2335	  0	 1189	 1621	  0	 1158	 1945	  0	 1627	 2164	  0	 1312	 1454	  0	 2048	 2678	  0	 2608	 2998	  0	 1534	 1485	  0	 1128	 1150	  0	 1577	 2286	  0	 2195	 2701	  0	 1877	 2750	  0	  758	  909	  0	  786	 1335	  0	  913	 1463	  0	 1006	 1355	  0	 1002	 1238	  0	  889	 1431	  0	 1086	 1724	  0
2	3	19	 2	AI325980	596848	  642	  696	  0	  869	  851	  0	  900	 1223	  0	  832	 1032	  0	 1547	 1557	  0	  795	  793	  0	  459	  630	  0	  397	  764	  0	  689	  988	  0	  519	  625	  0	  896	 1362	  0	 1148	 1696	  0	  512	  622	  0	  373	  578	  0	  572	 1097	  0	  758	 1263	  0	  679	 1171	  0	  251	  350	  0	  358	  613	  0	  619	  751	  0	  416	  612	  0	  315	  496	  0	  333	  636	  0	  516	  890	  0
2	3	 1	 3	AI325984	597068	  542	  405	  0	 1100	  870	  0	  532	 1277	  0	  597	 1252	  0	 1293	  829	  0	  727	  488	  0	  319	  719	  0	  418	 1045	  0	  799	  741	  0	  547	  475	  0	  627	 1417	  0	  900	 1779	  0	  506	  495	  0	  400	  518	  0	  322	 1003	  0	  591	 1246	  0	  977	  982	  0	  502	  439	  0	  317	  726	  0	  395	  851	  0	  581	  606	  0	  603	  574	  0	  511	 1011	  0	  394	  932	  0
2	3	 2	 3	AI325993	597407	  596	  500	  0	 1167	 1064	  0	  680	 1130	  0	  863	 1312	  0	 1315	 1055	  0	  761	  577	  0	  395	  681	  0	  377	  824	  0	  897	 1072	  0	  600	  654	  0	  811	 1370	  0	 1145	 1921	  0	  605	  647	  0	  356	  454	  0	  502	 1126	  0	  801	 1348	  0	 1030	 1328	  0	  366	  387	  0	  311	  627	  0	  826	 1327	  0	 1128	 1223	  0	  579	  686	  0	  653	  957	  0	  487	  961	  0
2	3	 3	 3	AI325998	597664	  305	  175	-50	  573	  478	  0	  302	  550	  0	  289	  530	  0	  586	  376	  0	  389	  302	  0	  162	  335	  0	  124	  375	-50	  329	  454	  0	  263	  351	  0	  296	 1005	  0	  552	 1360	  0	  324	  479	  0	  193	  352	  0	  233	  888	  0	  497	 1050	  0	  327	  456	  0	  175	  198	  0	  197	  494	  0	  407	  685	  0	  190	  257	  0	  322	  400	  0	  275	  553	  0	  223	  581	  0
2	3	 4	 3	AI326002	597726	  602	  387	  0	  860	  537	  0	  425	  969	  0	  408	  979	  0	  930	  433	  0	  657	  423	  0	  215	  527	  0	  235	  679	  0	  559	  569	  0	  353	  345	  0	  352	 1172	  0	  460	 1580	  0	  542	  516	  0	  285	  365	  0	  208	  881	  0	  424	 1170	  0	  541	  565	  0	  316	  277	  0	  172	  508	  0	  356	  729	  0	  341	  350	  0	  432	  425	  0	  293	  594	  0	  346	  725	  0
2	3	 5	 3	AI326150	634823	  707	 1054	  0	  999	 1459	  0	 1511	 1279	  0	 1264	 1058	  0	 1296	 1996	  0	  842	 1379	  0	  843	  701	  0	  638	  776	  0	  775	 1647	  0	  505	  837	  0	 1512	 1495	  0	 2244	 1950	  0	  694	 1236	  0	  354	  681	  0	  779	 1189	  0	 1021	 1232	  0	  878	 1989	  0	  358	  625	  0	  367	  562	  0	  656	  777	  0	  368	  828	  0	  465	  864	  0	  699	  856	  0	  410	  659	  0
2	3	 6	 3	AI326154	634957	  871	 1133	  0	  917	  946	  0	  814	  982	  0	  843	 1101	  0	  551	  270	  0	  581	  522	  0	  175	  315	  0	  311	  622	  0	  314	  491	  0	  230	  289	-50	  306	  998	  0	 1058	 1455	  0	  263	  363	  0	  205	  304	-50	  497	 1230	  0	 1075	 1508	  0	  827	  906	  0	  203	  244	  0	  289	  603	  0	  318	  617	  0	  183	  225	  0	  345	  352	  0	  616	  987	  0	  302	  783	  0
2	3	 7	 3	AI326156	634979	 1211	 1126	  0	 1025	  713	  0	  627	 1220	  0	  496	  975	  0	  911	  462	  0	  769	  587	  0	  244	  507	  0	  272	  619	  0	  567	  653	  0	  364	  387	  0	  401	 1148	  0	  600	 1643	  0	  401	  407	  0	  330	  414	  0	  898	 1682	  0	  582	 1322	  0	  472	  617	  0	  224	  235	  0	  240	  494	  0	  518	 1062	  0	  234	  258	  0	  509	  553	  0	  451	  889	  0	  451	 1092	  0
2	3	 8	 3	AI326165	635571	  923	 1397	  0	 1502	 2444	  0	 2806	 2392	  0	 2721	 2078	  0	 2324	 3660	  0	 1491	 2312	  0	 1461	 1181	  0	  643	  784	  0	 1366	 3027	  0	  836	 1577	  0	 2982	 2279	  0	 4555	 3081	  0	 1069	 1710	  0	  683	 1086	  0	 1564	 1682	  0	 2535	 2091	  0	 1398	 3446	  0	  602	 1198	  0	  676	  754	  0	 1010	  938	  0	  678	 1570	  0	  603	 1343	  0	 1066	  995	  0	  678	  844	  0
