probeID	Array1Dye1	Array2Dye1	Array3Dye1	Array4Dye1	Array5Dye1	Array6Dye1	Array7Dye1	Array8Dye1	Array9Dye1	Array10Dye1	Array11Dye1	Array12Dye1	Array13Dye1	Array14Dye1	Array15Dye1	Array16Dye1	Array17Dye1	Array18Dye1
1415955_x_at	8.094403	8.181138	8.068702	8.161625	8.160332	8.094742	8.102776	7.797748	7.91982	7.942979	8.158693	7.808189	8.125336	7.907864	8.290499	8.166625	8.234862	8.074104
1415956_a_at	7.8298	7.929002	7.984641	7.919898	7.793053	7.902318	7.759479	7.903681	7.843182	7.906701	7.755817	7.918908	7.900922	7.9437	7.895604	7.994872	7.910476	7.92675
1415957_a_at	8.383674	8.332876	8.161401	8.107847	8.22504	8.229714	8.052024	8.301465	8.086288	8.220538	8.223432	8.36456	8.192085	8.270775	8.241354	8.213112	7.961879	8.00497
1415958_at	6.862546	6.979163	6.818912	6.625468	6.588239	6.88293	6.757107	6.721362	6.601949	6.884601	6.635814	6.8207	6.682234	6.740124	6.640971	6.683208	6.651737	6.948778
1415959_at	6.140405	6.273095	6.305268	6.210801	6.306145	6.234126	6.092746	6.066816	6.225388	6.179483	6.333316	6.133549	6.385984	6.241059	6.364986	6.216992	6.238709	6.279035
1415960_at	6.24887	6.144815	6.115719	6.244604	6.353405	6.298039	6.116059	5.996499	6.032205	6.224672	6.109823	6.048621	6.167681	6.106119	6.009139	6.092504	6.254868	6.189486
1415961_at	9.515229	9.513453	9.392899	9.380736	9.501087	9.440509	9.327359	9.523504	9.272876	9.367777	9.279265	9.222822	9.283448	9.273653	9.335017	9.27795	9.344508	9.352029
1415962_at	10.397714	10.475	10.391789	10.392494	10.319509	10.301692	10.482985	10.494822	10.456011	10.512552	10.448683	10.484967	10.293967	10.297322	10.313579	10.397477	10.22783	10.381573
1415963_at	9.232862	8.982148	9.037058	9.16925	9.067007	9.094646	9.300127	9.308025	9.378213	9.441672	9.350209	9.37405	9.261605	9.172628	9.039728	9.139136	8.980833	9.026949
1415964_at	13.75189	13.778626	13.786956	13.845639	13.638922	13.618294	13.93978	13.939258	14.142129	14.100607	13.931794	13.906127	13.985795	13.93488	13.836471	13.759398	13.805048	13.80789
1415965_at	11.429833	11.484324	11.389461	11.411265	11.335061	11.431556	11.016184	11.227271	11.984335	12.019701	11.659178	11.699348	11.76064	11.699484	11.499348	11.550806	11.347322	11.133155
1415966_a_at	10.869369	10.967363	10.999492	10.960661	10.851881	10.847705	10.786568	10.849406	10.88353	10.962861	10.748647	10.853652	10.97691	10.899795	10.92901	11.059426	10.890146	10.934759
1415967_at	11.092094	11.147502	11.016836	11.001037	10.997739	10.954622	10.879789	10.861443	10.881579	10.921579	10.835137	10.835508	10.970064	10.94387	10.934302	11.010279	10.946561	10.968541
1415968_a_at	7.258277	7.496216	7.252074	7.275772	7.331782	7.581805	7.360415	7.326867	7.229981	7.106644	7.417794	7.316365	7.437348	7.46483	7.27886	7.353023	7.432016	7.473424
1415969_s_at	4.633053	4.738641	4.563446	4.612535	4.603346	4.73666	4.543426	4.48122	4.786098	4.284518	4.648792	4.618418	4.497524	4.597816	4.485165	4.592418	4.605429	4.766258
1415970_at	12.84767	12.939096	12.89434	12.865002	12.89593	12.843802	12.898684	12.822642	12.84708	12.92711	12.84708	12.832397	12.931406	12.899299	12.92754	12.87433	12.880163	12.850236
1415971_at	7.983745	7.921342	8.095174	8.259608	8.227784	8.230121	7.862218	8.01646	8.027912	7.975217	7.848308	7.851706	7.584075	7.508425	7.652609	7.75919	7.959751	8.035467
1415972_at	7.514813	7.473526	7.721502	7.720672	7.659966	7.598821	7.632683	7.903113	7.735415	7.701403	7.543505	7.537338	7.349918	7.394086	7.26161	7.40754	7.619648	7.759657
1415973_at	8.307184	8.30248	8.390623	8.378731	8.420558	8.389233	8.209928	8.328455	8.329549	8.537119	8.368206	8.31169	8.159242	8.306012	8.009384	8.200145	8.302294	8.412341
1415974_at	9.788526	9.825529	9.944575	9.923546	9.597288	9.759414	9.911484	9.995381	9.823975	9.880293	9.713077	9.702456	9.697529	9.691431	9.623747	9.704462	9.647636	9.750742
1415975_at	9.362762	9.37134	9.550152	9.447775	9.209056	9.187482	9.100185	9.318182	9.307415	9.331401	9.181825	9.3319	9.339222	9.287602	9.231053	9.229603	9.356845	9.456762
1415976_a_at	8.984225	8.97988	9.129838	9.065893	9.055056	8.958275	8.949621	8.942032	8.91466	8.975522	9.144553	9.059181	8.906056	8.898081	9.065385	9.075083	8.995801	9.111709
1415977_at	7.024822	6.980277	7.031843	7.032572	7.043811	7.098194	6.945718	6.948006	6.834219	6.853058	6.90928	7.019535	6.884077	6.742157	6.924574	6.742976	6.961168	6.987308
1415978_at	4.478052	4.382387	4.555111	4.355742	4.425684	4.343624	4.450981	4.326274	4.245873	4.077411	4.273151	4.287911	4.350214	4.172425	4.242364	4.458625	4.514572	4.221111
1415979_x_at	11.98505	12.07731	11.987479	11.996562	11.970217	11.914667	12.143959	12.088511	12.104189	12.18051	12.189593	12.162298	12.062302	11.969062	12.060634	12.17143	11.958739	11.997701
1415980_at	10.998121	11.047592	11.077823	11.045346	10.990432	10.870704	11.164338	11.06318	11.074325	11.06883	11.079835	11.143831	10.913432	10.931813	11.089271	11.057784	10.99914	11.035017
1415981_at	8.601407	8.49493	8.613009	8.756348	8.713658	8.516359	8.726321	8.88215	8.916268	9.100825	8.774541	8.731387	8.749699	8.699419	8.626901	8.745729	8.447542	8.719723
1415982_at	8.455525	8.367749	8.388524	8.177001	8.32352	8.240493	8.229267	8.209877	8.332248	8.351996	8.27942	8.18114	8.158549	8.284349	8.206685	8.300262	8.1423	8.145304
1415983_at	9.649561	9.716809	9.593889	9.601145	9.515647	9.52268	9.646817	9.755525	9.869412	9.937337	9.702524	9.665718	9.5095	9.52529	9.361378	9.497622	9.583113	9.613281
1415984_at	12.28628	12.260088	12.394162	12.334713	12.117661	12.170234	12.44218	12.445366	12.345671	12.418671	12.367537	12.353678	12.360007	12.336995	12.259514	12.353268	12.351186	12.369261
1415985_at	8.834036	8.837146	8.921829	8.796184	8.902019	8.815437	8.64903	8.913425	8.775618	8.800016	8.743672	8.762356	8.86485	8.955397	8.83953	8.800572	8.869335	8.858903
1415986_at	8.583684	8.599422	8.910722	8.799748	8.52897	8.568842	9.26128	9.251612	9.170463	9.210113	9.087323	9.103124	8.907102	8.925044	8.722197	8.944114	8.651186	8.859644
1415987_at	10.540223	10.497747	10.370306	10.344696	10.309005	10.493301	10.435374	10.431489	10.298018	10.346442	10.223004	10.245976	10.351184	10.297259	10.369137	10.513545	10.21845	10.305891
1415988_at	7.987923	7.652302	7.281141	7.286952	8.016728	7.972866	7.370731	7.502001	7.440032	7.447635	7.373026	7.25221	7.197505	7.146563	7.611303	7.754734	6.958419	7.160287
1415989_at	7.121881	7.376731	7.030235	7.029082	7.302834	7.393882	6.990977	7.287905	7.076539	7.069919	6.971724	7.017337	6.884601	6.819414	6.795305	6.857903	6.934175	6.9575
1415990_at	10.74181	10.821676	10.633194	10.531859	10.841744	10.729581	10.715505	10.667927	10.663024	10.680475	10.636993	10.61622	10.645511	10.566345	10.726031	10.752468	10.54125	10.545815
1415991_a_at	10.910923	10.855599	10.725332	10.634526	10.67365	10.692642	10.867609	10.747162	10.710748	10.70602	10.69029	10.803641	10.798604	10.78827	10.71243	10.758617	10.805764	10.750849
1415992_at	8.100129	8.2699	7.978777	8.131981	8.186316	8.184356	8.046497	8.18224	7.949708	8.013876	8.022307	7.980042	8.065789	8.159836	8.067248	8.154565	8.114274	8.193902
1415993_at	10.498043	10.463063	10.003451	9.961568	10.023899	9.963064	10.589738	10.587604	10.213722	10.291503	9.863026	9.887977	9.883597	9.90394	9.775601	9.880789	9.87608	9.962519
1415994_at	13.473881	13.639744	13.694384	13.730709	13.664614	13.678489	13.642869	13.65418	13.601529	13.622043	13.846694	13.689615	13.679926	13.719075	13.785981	13.821576	13.713032	13.63227
1415995_at	8.887538	8.997347	9.158821	9.072767	8.818481	8.755622	9.253043	9.21047	9.343296	9.365022	9.293711	9.313342	8.988145	9.053517	9.151305	9.207577	9.093057	9.123927
1415996_at	9.639837	9.626658	9.996136	9.971466	9.496761	9.595286	10.639541	10.684145	10.159557	10.177033	10.269095	10.366869	9.941682	9.871731	10.015633	10.088697	9.958669	9.897247
1415997_at	9.391681	9.396809	9.500756	9.479733	9.285756	9.332027	9.811835	9.826341	9.390274	9.435147	9.747727	9.758316	9.343417	9.315542	9.576997	9.530371	9.332931	9.421583
1415998_at	11.04706	11.07363	11.143003	10.964031	10.974546	10.938519	11.11522	11.095255	11.235945	11.246625	11.092716	11.099782	11.007633	10.983416	10.930859	11.014694	11.075632	11.126408
1415999_at	6.398303	6.516512	6.294734	6.365964	6.44428	6.440776	6.419319	6.166356	6.122922	6.377731	6.332675	6.239132	6.301462	6.140902	6.368831	6.330013	6.447068	6.455668
1416000_a_at	13.04572	13.148284	13.181329	13.196431	13.122918	13.15506	13.107991	13.02556	13.047275	13.05962	13.036737	13.065051	13.073106	13.027143	13.09882	13.11734	13.20517	13.136496
1416001_a_at	9.278051	9.356486	9.182295	9.399559	9.391022	9.486486	9.373575	9.164062	9.262622	9.222997	9.347257	9.173799	9.339188	9.238798	9.406745	9.482328	9.380068	9.209579
1416002_x_at	7.184827	7.38078	7.335329	7.326179	7.273441	7.412064	7.340864	7.233297	7.344572	7.234173	7.30345	7.226358	7.201903	7.091545	7.074573	7.245553	7.304982	7.323759
1416003_at	3.548613	3.714511	3.5843	3.704799	3.620226	3.710282	3.520156	3.736797	3.612988	3.565661	3.609428	3.635787	3.701978	3.699118	3.627619	3.61393	3.586291	3.715917
1416004_at	9.090976	9.12861	9.15761	9.079022	9.125995	9.074212	9.145787	9.100163	9.121372	9.192666	9.017999	9.042373	9.04445	8.969976	8.914709	8.975757	9.057099	9.111794
1416005_at	9.472391	9.440679	9.578464	9.532667	9.539397	9.433073	9.502694	9.526268	9.48032	9.581337	9.506327	9.515139	9.565513	9.534086	9.594024	9.609094	9.472901	9.511999
1416006_at	6.41899	6.095683	6.248361	6.282923	6.261395	6.334423	6.29608	6.317942	6.169165	6.023449	6.356744	6.326231	6.207682	6.094724	6.289872	6.270096	6.16651	6.033325
1416007_at	4.101094	4.255749	4.258457	4.085132	4.26139	4.394066	4.329423	4.238819	4.100048	4.176007	4.073433	4.261005	4.402579	4.250138	4.090162	3.950737	4.054857	4.302864
1416008_at	3.56561	3.63556	3.612484	3.565479	3.62617	3.723163	3.576866	3.756081	3.62625	3.718651	3.723041	3.780645	3.709773	3.722716	3.608849	3.64334	3.597115	3.640997
1416009_at	7.454357	7.308556	7.407089	7.476823	7.54869	7.457581	7.609743	7.75447	7.517872	7.559684	7.498231	7.595197	7.425308	7.372361	7.366149	7.492553	7.626875	7.479153
1416010_a_at	8.426155	8.346089	8.387363	8.418112	8.314111	8.348598	7.8065	7.989346	8.245256	8.241696	8.148018	8.018866	7.906248	8.011724	8.161805	8.188394	8.327503	8.243284
1416011_x_at	8.575011	8.536755	8.547214	8.480749	8.510627	8.464365	8.106797	8.085553	8.285776	8.38236	8.173347	8.170725	8.172484	8.227532	8.347689	8.311119	8.473301	8.441913
1416012_at	7.180945	7.167578	6.971208	7.026958	7.015094	6.836491	6.702677	6.536546	6.825859	6.767249	6.857851	6.722993	6.889771	6.800026	6.951438	6.879415	6.883639	6.884601
1416013_at	8.776668	8.722974	8.809604	8.709367	8.808233	8.752758	8.705113	8.790416	8.724452	8.707948	8.699005	8.721892	8.5533	8.619861	8.643013	8.609446	8.624262	8.735062
1416014_at	9.327949	9.357364	8.997218	9.005067	9.203057	9.227823	9.233483	9.340352	9.305042	9.359851	9.222181	9.211239	9.246078	9.284791	9.202622	9.254081	8.948773	9.000763
1416015_s_at	9.060003	9.098453	8.832915	8.877947	9.09643	9.036055	9.050435	9.326676	9.153357	9.250545	9.119441	9.07952	9.06066	9.144949	8.987528	9.081027	8.778006	8.671572
1416016_at	8.021538	8.253093	8.296199	8.144779	7.996391	8.199347	8.0875	7.999733	8.054043	8.057297	7.999102	7.988014	7.936924	7.989726	8.031585	8.066296	8.113135	8.192722
1416017_at	8.65481	8.533722	8.464839	8.519976	8.520646	8.52897	8.458903	8.524422	8.331207	8.251503	8.265656	8.350062	8.456438	8.43431	8.286486	8.48988	8.364059	8.507989
1416018_at	6.829314	7.122315	7.11302	7.455253	7.199681	7.143851	7.160437	7.562631	7.573834	7.600434	7.37575	7.492454	7.29911	7.340394	7.101736	7.255849	7.205168	7.183475
1416019_at	6.229812	6.545695	6.248936	6.151261	6.400017	6.510748	5.902996	6.336466	6.405281	6.563064	6.347128	6.548757	6.081768	6.53303	6.359969	6.532679	6.369849	6.201555
1416020_a_at	11.991533	11.995784	11.930555	11.941213	11.931142	11.957021	11.703732	11.659337	11.651266	11.692867	11.632004	11.653936	11.774774	11.786749	11.797771	11.861041	11.872041	11.924909
1416021_a_at	10.617664	10.625189	9.019252	9.165727	9.875362	9.713896	11.314909	11.404636	10.519099	10.653215	10.339742	10.457027	9.722606	9.692522	9.123672	9.360971	8.997608	9.095801
1416022_at	10.560013	10.496549	8.69006	8.706952	9.570016	9.398272	10.935413	11.052708	10.089503	10.172995	10.13279	10.178559	9.231136	9.445283	8.949752	8.978676	8.438125	8.617979
1416023_at	6.513708	6.188422	6.398026	6.26047	6.473676	6.342216	6.220114	6.020272	6.163908	6.196487	5.927028	5.897684	6.269091	6.091235	6.192037	6.166264	6.368698	6.256852
1416024_x_at	10.924354	10.896909	10.939639	10.845005	10.940677	10.855728	10.973884	11.004587	10.829575	10.835973	10.812548	10.814577	10.858616	10.792996	10.846518	10.819697	10.810516	10.889235
1416025_at	13.798881	13.841363	13.669373	13.687399	13.811848	13.79227	13.770217	13.753742	13.748707	13.726115	13.780054	13.704117	13.825508	13.74031	13.787592	13.777816	13.612868	13.602021
1416026_a_at	11.851382	11.869998	11.472265	11.505945	11.901226	11.812308	11.740392	11.784611	11.734408	11.739962	11.696714	11.719717	11.558144	11.547454	11.726964	11.782121	11.349261	11.348391
1416027_at	10.149571	10.177562	10.256658	10.227725	10.139685	10.151158	10.126036	10.155764	10.301421	10.309514	10.206113	10.207935	10.229846	10.213584	10.299771	10.297391	10.30537	10.229923
1416028_a_at	6.465905	6.581606	6.752844	6.421625	6.611199	6.366416	6.682719	6.67386	6.663743	6.70141	6.732575	6.737726	6.376527	6.47876	6.227104	6.455381	6.350472	6.635009
1416029_at	8.472546	8.438994	8.251956	8.354079	8.401545	8.339045	9.01717	9.170632	8.64486	8.762227	8.121498	8.043541	8.152743	8.154988	8.220793	8.431585	8.087614	8.147341
1416030_a_at	8.194479	8.113969	8.136211	7.683027	7.916713	7.835305	7.847804	7.906698	7.779492	7.749553	7.799152	7.734663	7.77379	7.749882	7.712761	7.83491	7.875037	7.941607
1416031_s_at	7.868893	7.859442	7.905766	7.839316	7.799169	7.658609	7.892326	7.866842	7.758815	7.730145	7.675804	7.749259	7.821472	7.78272	7.679506	7.694135	7.89556	7.944444
1416032_at	8.810572	8.806323	8.666147	8.502404	8.442855	8.631541	8.568757	8.550431	8.378275	8.423494	8.405688	8.349147	8.427316	8.417188	8.494904	8.420903	8.491326	8.537954
1416033_at	6.143036	6.022161	6.153632	5.964669	6.049172	5.940232	6.151883	5.898218	5.929247	5.966126	5.752843	6.064238	6.178085	5.785245	6.032704	6.055489	6.021115	6.092459
1416034_at	5.459097	5.713435	5.520395	5.479161	5.569948	5.404773	5.361506	6.131271	6.44428	6.553838	5.594506	5.752637	5.583301	5.535809	5.41009	5.306677	5.520409	5.730233
1416035_at	6.649019	6.725438	6.834078	6.790054	6.865556	6.746896	7.223944	7.434971	7.309063	7.324526	7.229433	7.358164	6.984463	7.06077	6.798628	6.888022	6.654179	6.840362
1416036_at	9.405482	9.424502	9.364081	9.194492	9.372181	9.383037	9.354925	9.251093	9.094498	9.104666	9.265078	9.254981	9.100301	9.159335	9.065088	9.149461	9.059593	9.050024
1416037_a_at	9.959195	10.099501	9.865371	9.747074	9.921089	9.880142	10.071825	10.100444	9.9054	10.076878	10.07407	10.025449	9.870593	9.894571	9.850772	9.891099	9.788216	9.782291
1416038_at	9.707695	9.848264	9.515139	9.411054	9.57394	9.49646	9.683111	9.857182	9.525152	9.546652	9.490661	9.43853	9.52184	9.511763	9.646479	9.677274	9.535637	9.497902
1416039_x_at	5.993937	6.13316	6.987976	6.922621	6.215771	5.798468	6.256021	6.388555	6.435494	6.462125	6.281522	6.497975	5.889629	6.071002	6.023565	6.083362	6.696739	6.67411
1416040_at	4.80157	4.693928	4.834343	4.907771	4.769955	4.944552	4.790434	4.732492	4.691647	4.594265	4.71905	4.590939	4.891233	4.930443	4.879915	4.645444	4.861238	4.708071
1416041_at	7.975191	7.934736	8.133913	8.162275	8.667444	8.609792	8.328066	8.605454	8.934015	9.117439	8.681822	8.871637	8.159199	8.179494	8.276888	8.40516	8.005793	8.038278
1416042_s_at	6.888591	7.079439	6.769829	6.752464	6.758528	6.828553	6.950657	6.844691	7.066157	7.125477	6.911766	6.912812	6.669467	6.850214	6.753338	6.790796	6.680432	6.748241
1416043_at	4.170879	4.061109	4.084175	3.842587	3.901588	3.873055	3.982656	3.958992	3.869723	3.915951	3.881388	3.898471	4.000525	3.7734	4.174775	3.972825	4.094294	4.06975
1416044_at	8.021788	8.066541	8.378084	8.295474	7.891065	7.808045	8.224694	8.385593	8.349638	8.425828	8.480284	8.366624	8.248027	8.191503	8.050738	8.251388	8.19958	8.2511
1416045_a_at	8.447292	8.408264	8.212957	8.154301	8.380595	8.230854	8.15009	8.183724	7.924036	7.957748	7.97566	8.193354	8.169624	8.185057	8.081161	8.338582	8.160629	8.297439
1416046_a_at	6.45134	6.420161	6.531548	6.448529	6.512936	6.398515	6.405773	6.530998	6.624555	6.617378	6.503365	6.772196	6.27948	6.505891	6.249212	6.587675	6.487092	6.573706
1416047_at	4.90574	4.797495	4.920359	4.871242	4.994776	4.922831	5.097936	5.06851	4.81831	4.743819	4.878024	4.872797	4.847347	4.733475	4.958767	4.892204	4.992842	4.90311
1416048_at	8.173899	8.168087	8.017698	8.010309	7.98719	8.127846	8.009979	7.98693	7.961745	8.13253	8.017079	7.978027	8.051813	8.005215	7.879567	7.975729	8.039752	8.020271
1416049_at	10.373353	10.526888	10.691717	10.670904	10.508144	10.522445	10.006961	10.032808	10.372913	10.546264	10.257245	10.305309	10.561135	10.582296	10.555343	10.629966	10.66135	10.631214
1416050_a_at	11.416319	11.479868	11.212782	11.078072	11.381078	11.370372	11.006202	10.954685	11.134519	11.174872	10.98386	11.087619	11.152161	11.1442	11.310136	11.311071	11.071262	11.116183
1416051_at	10.389026	10.389517	10.291447	10.243002	10.280183	10.41039	9.885363	10.029059	10.051182	10.168741	10.084704	10.164689	10.097072	10.064403	10.244329	10.22836	10.168871	10.162421
1416052_at	9.195413	9.240716	9.117667	9.096676	9.097521	8.990755	9.094041	9.08479	9.136926	9.164699	8.97072	9.025889	9.090279	9.053072	9.074427	9.144302	9.093032	9.070969
1416053_at	3.413581	3.541514	3.537905	3.4312	3.535802	3.528565	3.533681	3.554441	3.506743	3.515271	3.426087	3.491842	3.478784	3.504895	3.474203	3.722703	3.447079	3.476309
1416054_at	12.406576	12.466687	12.30558	12.252883	12.3712	12.336159	12.437381	12.346977	12.268784	12.327965	12.406168	12.397941	12.325401	12.200332	12.333671	12.347305	12.297833	12.28758
1416055_at	4.43323	3.974129	4.069607	4.062225	4.071927	4.054267	3.918279	3.809143	4.08447	3.978342	4.03844	3.89688	4.11287	4.072296	4.280887	4.078545	4.087819	4.085603
1416056_a_at	11.766832	11.830848	11.97282	12.011825	11.888466	11.777367	11.901854	11.870082	11.882152	11.898618	11.841967	11.766503	11.90388	11.813222	12.032885	11.959232	11.940076	11.923304
1416057_at	11.866338	11.819742	11.871679	11.815065	11.762244	11.706989	11.740363	11.787371	11.78785	11.811442	11.721496	11.764566	11.736516	11.736635	11.842776	11.828156	11.809907	11.832421
1416058_s_at	12.136868	12.226132	12.199808	12.153743	12.111694	12.161904	12.136536	12.108141	12.136536	12.184009	12.188408	12.072971	12.124426	12.027284	12.160227	12.156204	12.190028	12.169009
1416059_at	10.020995	10.012088	9.939811	9.853503	10.122578	10.026162	9.395422	9.376955	9.420104	9.470158	9.50311	9.42945	10.197069	10.13223	10.21485	10.161947	9.904752	9.925562
1416060_at	8.371416	8.451589	8.384902	8.458133	8.307456	8.254892	8.719325	9.089057	8.950293	8.98104	8.870883	8.833384	8.735805	8.758415	8.701623	8.609686	8.459332	8.295768
1416061_at	9.113477	9.10174	8.926717	8.789078	9.040048	8.958541	9.17775	9.112573	9.045194	9.190279	9.158671	9.238512	9.058223	9.017466	9.011922	9.089377	8.698186	8.746317
1416062_at	7.330662	7.339964	7.107764	7.121257	7.131149	7.177101	7.152558	7.177074	7.109538	7.200843	7.100911	7.0696	6.958359	7.111489	7.145377	7.25396	6.98041	6.865111
1416063_x_at	3.692666	3.739267	3.64473	3.669279	3.608344	3.756651	3.88007	3.650477	3.547545	3.554654	3.548774	3.406881	3.643679	3.604888	3.530257	3.550197	3.720653	3.592527
1416064_a_at	12.423153	12.546177	12.464589	12.501461	12.44029	12.391467	12.254867	12.157212	12.094538	12.144446	12.290603	12.188726	12.620371	12.47873	12.904836	12.925349	12.561773	12.416138
1416065_a_at	4.369709	4.280024	4.289421	4.472126	4.595674	4.466438	4.214385	4.651928	4.663847	4.75045	4.349519	4.546539	4.270939	4.354798	4.335678	4.380123	4.284892	4.263848
1416066_at	8.734507	8.617227	8.01729	7.843091	8.659158	8.528897	8.376813	8.435078	8.332876	8.462201	8.488855	8.504916	8.067611	8.232332	7.828483	7.98001	7.634178	8.006212
1416067_at	6.665735	6.578401	6.254327	6.189486	6.539479	6.45696	6.966601	7.148396	7.290608	7.216758	6.779904	6.87712	6.412195	6.338532	6.192957	6.27308	6.014839	6.033325
1416068_at	8.976872	9.025722	8.813937	8.800116	8.72886	8.815358	8.773005	8.837171	8.670074	8.829137	8.804615	8.727037	8.778317	8.69051	8.6912	8.768388	8.702604	8.814156
1416069_at	6.593858	6.693072	6.556211	6.470985	6.483349	6.596682	6.648775	6.393051	6.520008	6.448992	6.587998	6.41796	6.367343	6.399499	6.489464	6.539292	6.481409	6.383386
1416070_a_at	7.730411	7.402853	7.720434	7.421239	7.440389	7.610987	7.537435	7.497737	7.434692	7.525548	7.340198	7.421087	7.787871	7.535824	7.589096	7.691334	7.557352	7.55731
1416071_at	7.401882	7.535328	7.443043	7.365724	7.407169	7.549695	7.518708	7.525772	7.439646	7.517838	7.392115	7.679732	7.496175	7.622105	7.339395	7.533469	7.465076	7.452984
1416072_at	4.675988	4.990506	5.062103	5.125642	4.991376	5.014621	5.17226	5.184885	5.086115	5.10207	5.073189	5.104473	4.940706	4.855786	4.983568	5.226397	4.975991	4.900045
1416073_a_at	8.145368	7.913318	7.956345	7.963958	7.914045	8.01886	8.040551	8.035713	7.852206	7.898577	7.948676	7.876353	7.918374	7.885775	7.950278	7.853512	7.783024	7.982088
1416074_a_at	12.34233	12.467265	12.264848	12.245071	12.375874	12.331055	12.317503	12.318225	12.234386	12.263046	12.175877	12.223573	12.156294	12.119146	12.319655	12.386417	12.247391	12.198391
1416075_at	7.611553	7.553222	7.727792	7.59354	7.544463	7.589927	7.672074	7.596015	7.544267	7.527829	7.638822	7.521988	7.587338	7.596129	7.671875	7.577821	7.611799	7.486647
1416076_at	5.532419	5.540091	5.834704	5.868914	5.540844	5.552739	5.380694	4.949447	5.296986	5.262574	5.342563	5.357284	5.437837	5.242876	5.77283	4.956773	6.206837	5.596701
1416077_at	5.645025	5.518156	5.746174	5.703983	5.904807	5.731478	5.549166	5.753249	5.753123	5.878989	5.823518	5.74783	5.705943	5.759703	5.724867	5.625362	5.797028	5.711646
1416078_s_at	9.735208	9.866414	9.59483	9.581397	9.747013	9.803131	9.53893	9.762814	9.62399	9.702621	9.697862	9.635849	9.535695	9.600832	9.680796	9.635552	9.550426	9.542782
1416079_a_at	8.939008	8.886798	9.124453	9.00316	8.911472	8.695311	9.073661	9.212615	9.200141	9.249061	9.160736	9.161715	8.995714	9.016287	8.979728	9.060827	9.028961	8.987236
1416080_at	6.24887	6.299752	6.054584	5.946819	6.246793	6.225184	6.490177	6.051065	6.163099	6.092406	6.160113	6.359651	6.267069	6.161377	6.498473	6.251596	6.403014	6.362509
1416081_at	7.247044	7.028764	7.219821	7.203356	7.253651	7.179159	7.405017	7.438959	7.433331	7.416306	7.282457	7.429136	7.176823	7.185467	7.053675	7.220714	7.11137	7.128818
1416082_at	11.678401	11.623175	11.599808	11.545127	11.739114	11.706773	11.523133	11.507281	11.501808	11.543504	11.498098	11.500616	11.661947	11.563006	11.664071	11.681795	11.578162	11.439306
1416083_at	9.472236	9.470786	9.645697	9.621853	9.360057	9.130067	9.777158	9.725852	9.707845	9.744227	9.773565	9.707941	9.739432	9.735406	9.656912	9.701228	9.546955	9.544617
1416084_at	7.859825	7.819659	7.776483	7.754859	7.844296	7.801668	7.776973	7.698036	7.805618	7.760957	7.791913	7.787857	7.898369	7.843307	8.012582	7.915249	7.7914	7.644588
1416085_s_at	10.113327	10.061542	10.017	9.95175	9.972461	9.775457	10.173463	10.203982	10.183909	10.223224	10.19359	10.170839	10.08544	10.118015	10.14887	10.238464	9.897112	9.866025
1416086_at	8.893149	8.754511	8.294637	8.347416	8.899778	8.692301	8.69597	8.7502	8.770068	8.822666	8.585692	8.627253	8.469909	8.504799	8.413128	8.596034	8.371944	8.297185
1416087_at	8.487084	8.635669	8.665431	8.669124	8.575201	8.614495	8.688212	8.765033	8.464427	8.643055	8.463572	8.574852	8.581152	8.564714	8.590168	8.533859	8.706534	8.627103
1416088_a_at	11.851961	11.858756	11.791997	11.840557	11.787678	11.769232	11.886957	11.803694	11.741803	11.798131	11.812522	11.859489	11.780649	11.728171	11.813768	11.816194	11.747823	11.708089
1416089_at	12.21688	12.18726	12.113013	12.048295	12.09299	12.088271	12.135106	12.136782	12.051019	12.064294	12.039018	12.192719	12.096079	12.049296	12.148369	12.091736	12.103524	12.156919
1416090_at	11.394249	11.3658	11.159757	11.085492	11.408616	11.431588	11.20103	11.187482	11.055556	11.085804	10.98366	11.012987	11.067891	10.996037	10.998208	11.066421	11.076898	11.153881
1416091_at	7.730517	7.676742	8.091277	7.986119	7.829459	7.771801	7.720702	7.924874	7.803369	7.801722	7.723606	7.869649	7.785563	7.83811	7.731871	7.997832	7.889574	8.09596
1416092_a_at	8.351282	8.21927	8.45781	8.263796	8.335768	8.195769	8.033744	8.233043	8.141986	8.145296	8.135721	8.103434	8.129226	8.10556	8.155725	8.194056	8.371522	8.372862
1416093_a_at	9.017146	8.971226	8.959584	9.038115	9.095981	9.095027	9.072115	9.20089	9.174578	9.097396	9.147857	9.110134	8.902393	9.028961	8.977024	9.043078	8.839108	8.984715
1416094_at	9.514101	9.549815	9.604879	9.490374	9.549814	9.536847	9.815229	9.944587	9.86808	9.92165	9.88899	9.903335	9.779091	9.714124	9.669942	9.578454	9.579653	9.548362
1416095_x_at	8.67522	8.617621	8.715968	8.709022	8.736217	8.670764	8.696135	8.882594	8.765088	8.835886	8.685754	8.824527	8.696171	8.705203	8.673456	8.705916	8.597886	8.648816
1416096_at	7.639145	7.55684	7.481082	7.451439	7.41327	7.388379	7.357429	7.503763	7.270017	7.502956	7.475686	7.542677	7.380712	7.490806	7.247758	7.459597	7.380805	7.492046
1416097_at	5.135139	5.126819	5.241213	5.09	5.135139	5.177767	5.191631	4.926216	5.192732	4.973913	5.244836	5.02696	5.220687	5.004292	5.364426	5.252928	5.322438	5.132525
